This is the complete list of games supported by PinMAME 3.2 [MAME 0.76] (Oct  5 2019).

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Pool Champion (Italian Speech)   |  Yes  |  Yes  |Partial|  Yes  | poolchai |
| Pool Champion (Free Play)        |  Yes  |  Yes  |Partial|  Yes  | poolcfp  |
| Pool Sharks (LE-2 Europe)        |  Yes  |  Yes  | Yes(2)|  Yes  | pool_le2 |
| Pool Sharks (LA-7)               |  Yes  |  Yes  | Yes(2)|  Yes  | pool_l7  |
| Pool Sharks (LA-6)               |  Yes  |  Yes  | Yes(2)|  Yes  | pool_l6  |
| Pool Sharks (L-5)                |  Yes  |  Yes  | Yes(2)|  Yes  | pool_l5  |
| Pool Sharks (PA-7 Prototype)     |  Yes  |  Yes  | Yes(2)|  Yes  | pool_p7  |
| Pool Sharks (LA-7C Competition MO|  Yes  |  Yes  | Yes(2)|  Yes  | pool_l7c |
| Popeye Saves The Earth (LX-5)    |  Yes  |  Yes  | Yes(2)|  Yes  | pop_lx5  |
| Popeye Saves The Earth (LX-4)    |  Yes  |  Yes  | Yes(2)|  Yes  | pop_lx4  |
| Popeye Saves The Earth (LA-4)    |  Yes  |  Yes  | Yes(2)|  Yes  | pop_la4  |
| Popeye Saves The Earth (PA-3 Prot|  Yes  |  Yes  | Yes(2)|  Yes  | pop_pa3  |
| Popeye Saves The Earth (DX-5 LED |  Yes  |  Yes  | Yes(2)|  Yes  | pop_dx5  |
| Popeye Saves The Earth (PA-4 LED |  Yes  |  Yes  | Yes(2)|  Yes  | pop_pa4  |
| Power Play                       |  Yes  |  Yes  |  Yes  |  Yes  | pwerplay |
| Power Play (Free Play)           |  Yes  |  Yes  |  Yes  |  Yes  | pwerplab |
| Power Play (Free Play+)          |  Yes  |  Yes  |  Yes  |  Yes  | pwerplac |
| Punchy The Clown (R03)           |  Yes  |  Yes  |  Yes  |  Yes  | punchy3  |
| Punchy The Clown (R02)           |  Yes  |  Yes  |  Yes  |  Yes  | punchy   |
| Punk!                            |  Yes  |  Yes  | Yes(2)|  Yes  | punk     |
| Punky Willy                      |  Yes  |  Yes  |  Yes  |  Yes  | punkywil |
| Q*Bert's Quest                   |  Yes  |  Yes  | Yes(2)|  Yes  | qbquest  |
| Quicksilver                      |  Yes  |  Yes  | Yes(2)|  Yes  | quicksil |
| Quicksilver (Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | quicksfp |
| Rack 'Em Up                      |  Yes  |  Yes  | Yes(2)|  Yes  | rackemup |
| Radical! (P-3 Prototype)         |  Yes  |  Yes  | Yes(2)|  Yes  | radcl_p3 |
| Radical! (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | radcl_l1 |
| Radical! (LG-1 German)           |  Yes  |  Yes  | Yes(2)|  Yes  | radcl_g1 |
| Radical! (L-1C Competition MOD)  |  Yes  |  Yes  | Yes(2)|  Yes  | radcl_l1c |
| Raid, The                        |  Yes  |  Yes  |  Yes  |  Yes  | theraid  |
| Rally                            |  Yes  |  Yes  | Yes(2)|  Yes  | rally    |
| Rambo (Raven unofficial MOD)     |  Yes  |  Yes  | Yes(2)|  Yes  | rambo    |
| Rapid Fire (Free Play)           |  Yes  |  Yes  |  Yes  |  Yes  | rapidfia |
| Rapid Fire                       |  Yes  |  Yes  |  Yes  |  Yes  | rapidfir |
| Rat Race (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | ratrc_l1 |
| Raven (Free Play)                |  Yes  |  Yes  | Yes(2)|  Yes  | ravenfp  |
| Raven                            |  Yes  |  Yes  | Yes(2)|  Yes  | raven    |
| Raven (rev. 1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | ravena   |
| Raven (rev. 1 Free Play)         |  Yes  |  Yes  | Yes(2)|  Yes  | ravenafp |
| Raven (German)                   |  Yes  |  Yes  | Yes(2)|  Yes  | raveng   |
| Raven (German Free Play)         |  Yes  |  Yes  | Yes(2)|  Yes  | ravengfp |
| Ready...Aim...Fire!              |  Yes  |  Yes  | Yes(2)|  Yes  | raimfire |
| Real                             |  Yes  |  Yes  |  Yes  |  Yes  | real     |
| Red Baron                        |  Yes  |  Yes  |  Yes  |  Yes  | redbaron |
| Red and Ted's Road Show (DX-3 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_dx3   |
| Red and Ted's Road Show (LX-5)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_lx5   |
| Red and Ted's Road Show (DA-5 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_da5   |
| Red and Ted's Road Show (L-6C Com|  Yes  |  Yes  | Yes(2)|  Yes  | rs_l6c   |
| Red and Ted's Road Show (DX-4 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_dx4   |
| Red and Ted's Road Show (LX-3)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_lx3   |
| Red and Ted's Road Show (LA-4)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_la4   |
| Red and Ted's Road Show (DA-4 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_da4   |
| Red and Ted's Road Show (LA-5)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_la5   |
| Red and Ted's Road Show (DX-2 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_dx2   |
| Red and Ted's Road Show (LX-2)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_lx2   |
| Red and Ted's Road Show (LX-4)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_lx4   |
| Red and Ted's Road Show (LX-2, Pr|  Yes  |  Yes  | Yes(2)|  Yes  | rs_lx2p3 |
| Red and Ted's Road Show (L-6)    |  Yes  |  Yes  | Yes(2)|  Yes  | rs_l6    |
| Red and Ted's Road Show (DX-5 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_dx5   |
| Rescue 911 (rev. 1)              |  Yes  |  Yes  | Yes(2)|  Yes  | rescu911 |
| Rider's Surf                     |  Yes  |  Yes  |  Yes  |  Yes  | ridersrf |
| Rio                              |  Yes  |  Yes  |  Yes  |  Yes  | rio      |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300g  |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300   |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300l  |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300f  |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301i  |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleysf |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleysi |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleysg |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310g  |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301f  |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310l  |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310f  |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310i  |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301l  |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302   |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302g  |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310   |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302l  |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301g  |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301   |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302i  |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleys  |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300i  |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302f  |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleysl |
| Riverboat Gambler (PA-7 Prototype|  Yes  |  Yes  | Yes(2)|  Yes  | rvrbt_p7 |
| Riverboat Gambler (L-3)          |  Yes  |  Yes  | Yes(2)|  Yes  | rvrbt_l3 |
| Road Kings (L-4)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rdkng_l4 |
| Road Kings (L-3)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rdkng_l3 |
| Road Kings (L-1)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rdkng_l1 |
| Road Kings (L-2)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rdkng_l2 |
| Road Runner                      |  Yes  |  Yes  |  Yes  |  Yes  | roadrunr |
| Robo-War (French)                |  Yes  |  Yes  | Yes(2)|  Yes  | robowarf |
| Robo-War (Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | robowrfp |
| Robo-War                         |  Yes  |  Yes  | Yes(2)|  Yes  | robowars |
| Robo-War (French Free Play)      |  Yes  |  Yes  | Yes(2)|  Yes  | robowffp |
| Robocop (3.4)                    |  Yes  |  Yes  |  Yes  |  Yes  | robo_a34 |
| Robocop (2.9)                    |  Yes  |  Yes  |  Yes  |  Yes  | robo_a29 |
| Robocop (3.0)                    |  Yes  |  Yes  |  Yes  |  Yes  | robo_a30 |
| Robot (German Speech)            |  Yes  |  Yes  |  Yes  |  Yes  | robotg   |
| Robot (German Speech, Free Play) |  Yes  |  Yes  |  Yes  |  Yes  | robotgfp |
| Robot                            |  Yes  |  Yes  |  Yes  |  Yes  | robot    |
| Robot (Italian Speech, Free Play)|  Yes  |  Yes  |  Yes  |  Yes  | robotifp |
| Robot (Italian Speech)           |  Yes  |  Yes  |  Yes  |  Yes  | roboti   |
| Robot (Free Play)                |  Yes  |  Yes  |  Yes  |  Yes  | robotfp  |
| Robot (French Speech)            |  Yes  |  Yes  |  Yes  |  Yes  | robotf   |
| Robot (French Speech, Free Play) |  Yes  |  Yes  |  Yes  |  Yes  | robotffp |
| Rock (Free Play)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rockfp   |
| Rock                             |  Yes  |  Yes  | Yes(2)|  Yes  | rock     |
| Rock (German Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | rockgfp  |
| Rock (German)                    |  Yes  |  Yes  | Yes(2)|  Yes  | rockg    |
| Rock 2500                        |  Yes  |  Yes  |  Yes  |  Yes  | rock2500 |
| Rock Encore (German Free Play)   |  Yes  |  Yes  | Yes(2)|  Yes  | rockegfp |
| Rock Encore                      |  Yes  |  Yes  | Yes(2)|  Yes  | rock_enc |
| Rock Encore (Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | rock_efp |
| Rock Encore (German)             |  Yes  |  Yes  | Yes(2)|  Yes  | rock_eg  |
| Rocky (French Speech)            |  Yes  |  Yes  | Yes(2)|  Yes  | rockyf   |
| Rocky                            |  Yes  |  Yes  | Yes(2)|  Yes  | rocky    |
| Roller Disco                     |  Yes  |  Yes  | Yes(2)|  Yes  | roldisco |
| RollerCoaster Tycoon (6.00 Italia|  Yes  |  Yes  |  Yes  |  Yes  | rct600i  |
| RollerCoaster Tycoon (7.02 German|  Yes  |  Yes  |  Yes  |  Yes  | rctycng  |
| RollerCoaster Tycoon (7.02 Spanis|  Yes  |  Yes  |  Yes  |  Yes  | rctycnl  |
| RollerCoaster Tycoon (7.02 French|  Yes  |  Yes  |  Yes  |  Yes  | rctycnf  |
| RollerCoaster Tycoon (7.02 Italia|  Yes  |  Yes  |  Yes  |  Yes  | rctycni  |
| RollerCoaster Tycoon (7.01)      |  Yes  |  Yes  |  Yes  |  Yes  | rct701   |
| RollerCoaster Tycoon (7.01 German|  Yes  |  Yes  |  Yes  |  Yes  | rct701g  |
| RollerCoaster Tycoon (7.01 Spanis|  Yes  |  Yes  |  Yes  |  Yes  | rct701l  |
| RollerCoaster Tycoon (7.01 French|  Yes  |  Yes  |  Yes  |  Yes  | rct701f  |
| RollerCoaster Tycoon (4.00 Italia|  Yes  |  Yes  |  Yes  |  Yes  | rct400i  |
| RollerCoaster Tycoon (4.00 German|  Yes  |  Yes  |  Yes  |  Yes  | rct400g  |
| RollerCoaster Tycoon (4.00 French|  Yes  |  Yes  |  Yes  |  Yes  | rct400f  |
| RollerCoaster Tycoon (7.01 Italia|  Yes  |  Yes  |  Yes  |  Yes  | rct701i  |
| RollerCoaster Tycoon (6.00)      |  Yes  |  Yes  |  Yes  |  Yes  | rct600   |
| RollerCoaster Tycoon (6.00 Spanis|  Yes  |  Yes  |  Yes  |  Yes  | rct600l  |
| RollerCoaster Tycoon (6.00 French|  Yes  |  Yes  |  Yes  |  Yes  | rct600f  |
| RollerCoaster Tycoon (4.00 Spanis|  Yes  |  Yes  |  Yes  |  Yes  | rct400l  |
| RollerCoaster Tycoon (4.00)      |  Yes  |  Yes  |  Yes  |  Yes  | rct400   |
| RollerCoaster Tycoon (7.02)      |  Yes  |  Yes  |  Yes  |  Yes  | rctycn   |
| Rollergames (LU-3 Europe)        |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_l3 |
| Rollergames (L-2C Competition MOD|  Yes  |  Yes  | Yes(2)|  Yes  | rollr_l2c |
| Rollergames (LG-3 German)        |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_g3 |
| Rollergames (LF-2 French)        |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_f2 |
| Rollergames (LF-3 French)        |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_f3 |
| Rollergames (AD-2 Prototype)     |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_d2 |
| Rollergames (EXPERIMENTAL)       |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_ex |
| Rollergames (PA-2 Prototype, PA-1|  Yes  |  Yes  | Yes(2)|  Yes  | rollr_p2 |
| Rollergames (PU-1 Prototype Europ|  Yes  |  Yes  | Yes(2)|  Yes  | rollr_e1 |
| Rollergames (L-2)                |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_l2 |
| Rolling Stones (7-digit conversio|  Yes  |  Yes  |  Yes  |  Yes  | rollstob |
| Rolling Stones                   |  Yes  |  Yes  |  Yes  |  Yes  | rollston |
| Rolling Stones, The (V1.1)       |  Yes  |  Yes  |  Yes  |  Yes  | rsn_110  |
| Rolling Stones, The (V1.03)      |  Yes  |  Yes  |  Yes  |  Yes  | rsn_103  |
| Rolling Stones, The (V1.05)      |  Yes  |  Yes  |  Yes  |  Yes  | rsn_105  |
| Rolling Stones, The Limited Editi|  Yes  |  Yes  |  Yes  |  Yes  | rsn_110h |
| Rolling Stones, The Limited Editi|  Yes  |  Yes  |  Yes  |  Yes  | rsn_100h |
| Rotation VIII (1.15)             |  Yes  |  Yes  |  Yes  |  Yes  | rota_115 |
| Rotation VIII (1.17)             |  Yes  |  Yes  |  Yes  |  Yes  | rotation |
| Rotation VIII (1.01)             |  Yes  |  Yes  |  Yes  |  Yes  | rota_101 |
| Roy Clark - The Entertainer      |  Yes  |  Yes  |  Yes  |  Yes  | royclark |
| Royal Flush Deluxe               |  Yes  |  Yes  | Yes(2)|  Yes  | rflshdlx |
| Rush (1.0)                       |  Yes  |  Yes  |   No  |  Yes  | rush_10  |
| S.A.M. Boot Flash Update (V3.1)  |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0310 |
| S.A.M. System Flash Boot (V1.02) |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0102 |
| S.A.M. System Flash Boot (V2.3)  |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0230 |
| S.A.M. System Flash Boot (V2.10) |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0210 |
| S.A.M. System Flash Boot (V1.06) |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0106 |
| Safe Cracker (1.4)               |  Yes  |  Yes  | Yes(2)|  Yes  | sc_14    |
| Safe Cracker (1.0)               |  Yes  |  Yes  | Yes(2)|  Yes  | sc_10    |
| Safe Cracker (1.7)               |  Yes  |  Yes  | Yes(2)|  Yes  | sc_17    |
| Safe Cracker (1.8 Pinball FX, Sou|  Yes  |  Yes  | Yes(2)|  Yes  | sc_18pfx |
| Safe Cracker (0.91)              |  Yes  |  Yes  | Yes(2)|  Yes  | sc_091   |
| Safe Cracker (1.7 No Percentaging|  Yes  |  Yes  | Yes(2)|  Yes  | sc_17n   |
| Safe Cracker (1.8, Sound S1.0)   |  Yes  |  Yes  | Yes(2)|  Yes  | sc_18    |
| Safe Cracker (1.8 No Percentaging|  Yes  |  Yes  | Yes(2)|  Yes  | sc_18ns2 |
| Safe Cracker (1.8 No Percentaging|  Yes  |  Yes  | Yes(2)|  Yes  | sc_18n   |
| Safe Cracker (1.8, German Sound S|  Yes  |  Yes  | Yes(2)|  Yes  | sc_18s2  |
| Safe Cracker (1.8 No Percentaging|  Yes  |  Yes  | Yes(2)|  Yes  | sc_18n11 |
| Safe Cracker (1.8, Sound S1.1)   |  Yes  |  Yes  | Yes(2)|  Yes  | sc_18s11 |
| Saturn 2                         |  Yes  |  Yes  |  Yes  |  Yes  | saturn2  |
| Scared Stiff (1.5)               |  Yes  |  Yes  | Yes(2)|  Yes  | ss_15    |
| Scared Stiff (D.01R Prototype Coi|  Yes  |  Yes  | Yes(2)|  Yes  | ss_01b   |
| Scared Stiff (1.4)               |  Yes  |  Yes  | Yes(2)|  Yes  | ss_14    |
| Scared Stiff (1.2)               |  Yes  |  Yes  | Yes(2)|  Yes  | ss_12    |
| Scared Stiff (0.3 Prototype)     |  Yes  |  Yes  | Yes(2)|  Yes  | ss_03    |
| Scared Stiff (D.01R Prototype, So|  Yes  |  Yes  | Yes(2)|  Yes  | ss_01    |
| Scorpion (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | scrpn_l1 |
| Scorpion (T-1 Ted Estes)         |  Yes  |  Yes  | Yes(2)|  Yes  | scrpn_t1 |
| Scramble                         |  Yes  |  Yes  |  Yes  |  Yes  | scram_tp |
| Seawitch                         |  Yes  |  Yes  | Yes(2)|  Yes  | seawitch |
| Seawitch (Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | seawitfp |
| Secret Service (2.6, alternate so|  Yes  |  Yes  |  Yes  |  Yes  | ssvc_b26 |
| Secret Service (2.6)             |  Yes  |  Yes  |  Yes  |  Yes  | ssvc_a26 |
| Secret Service (4.2, alternate so|  Yes  |  Yes  |  Yes  |  Yes  | ssvc_a42 |
| Shadow, The (DF-6 French LED Ghos|  Yes  |  Yes  | Yes(2)|  Yes  | ts_df6   |
| Shadow, The (DH-6 LED Ghost Fix) |  Yes  |  Yes  | Yes(2)|  Yes  | ts_dh6   |
| Shadow, The (LM-6 Mild)          |  Yes  |  Yes  | Yes(2)|  Yes  | ts_lm6   |
| Shadow, The (PA-1 Prototype)     |  Yes  |  Yes  | Yes(2)|  Yes  | ts_pa1   |
| Shadow, The (LX-5)               |  Yes  |  Yes  | Yes(2)|  Yes  | ts_lx5   |
| Shadow, The (DX-5 LED Ghost Fix) |  Yes  |  Yes  | Yes(2)|  Yes  | ts_dx5   |
| Shadow, The (PA-2 LED Ghost Fix) |  Yes  |  Yes  | Yes(2)|  Yes  | ts_pa2   |
| Shadow, The (DM-6 Mild LED Ghost |  Yes  |  Yes  | Yes(2)|  Yes  | ts_dm6   |
| Shadow, The (DX-4 LED Ghost Fix) |  Yes  |  Yes  | Yes(2)|  Yes  | ts_dx4   |
| Shadow, The (LX-4)               |  Yes  |  Yes  | Yes(2)|  Yes  | ts_lx4   |
| Shadow, The (LH-6 Text index patc|  Yes  |  Yes  | Yes(2)|  Yes  | ts_lh6p  |
| Shadow, The (LA-4)               |  Yes  |  Yes  | Yes(2)|  Yes  | ts_la4   |
| Shadow, The (DA-6 LED Ghost Fix) |  Yes  |  Yes  | Yes(2)|  Yes  | ts_da6   |
| Shadow, The (LA-2)               |  Yes  |  Yes  | Yes(2)|  Yes  | ts_la2   |
| Shadow, The (LH-6)               |  Yes  |  Yes  | Yes(2)|  Yes  | ts_lh6   |
| Shadow, The (LF-6 French)        |  Yes  |  Yes  | Yes(2)|  Yes  | ts_lf6   |
| Shadow, The (DA-2 LED Ghost Fix) |  Yes  |  Yes  | Yes(2)|  Yes  | ts_da2   |
| Shadow, The (LA-6)               |  Yes  |  Yes  | Yes(2)|  Yes  | ts_la6   |
| Shadow, The (DA-4 LED Ghost Fix) |  Yes  |  Yes  | Yes(2)|  Yes  | ts_da4   |
| Shaq Attaq (rev. 5)              |  Yes  |  Yes  | Yes(2)|  Yes  | shaqattq |
| Shaq Attaq (rev. 2)              |  Yes  |  Yes  | Yes(2)|  Yes  | shaqatt2 |
| Shark (Taito)                    |  Yes  |  Yes  | Yes(2)|  Yes  | sharkt   |
| Shark                            |  Yes  |  Yes  |  Yes  |  Yes  | shark    |
| Sharkey's Shootout (2.11)        |  Yes  |  Yes  |  Yes  |  Yes  | shrkysht |
| Sharkey's Shootout (2.11 German) |  Yes  |  Yes  |  Yes  |  Yes  | shrky_gr |
| Sharkey's Shootout (2.11 French) |  Yes  |  Yes  |  Yes  |  Yes  | shrky_fr |
| Sharkey's Shootout (2.11 Italian)|  Yes  |  Yes  |  Yes  |  Yes  | shrky_it |
| Sharkey's Shootout (2.07)        |  Yes  |  Yes  |  Yes  |  Yes  | shrky207 |
| Sharp Shooter II                 |  Yes  |  Yes  | Yes(2)|  Yes  | sshootr2 |
| Sharpshooter                     |  Yes  |  Yes  | Yes(2)|  Yes  | sshooter |
| Shock                            |  Yes  |  Yes  | Yes(2)|  Yes  | shock    |
| Shooting the Rapids              |  Yes  |  Yes  |Partial|  Yes  | strapids |
| Shrek (V1.3)                     |  Yes  |  Yes  |  Yes  |  Yes  | shr_130  |
| Shrek (V1.41)                    |  Yes  |  Yes  |  Yes  |  Yes  | shr_141  |
| Shuffle Inn (Shuffle) (L-1)      |  Yes  |  Yes  | Yes(2)|  Yes  | shfin_l1 |
| Silver Slugger                   |  Yes  |  Yes  | Yes(2)|  Yes  | silvslug |
| Silverball Mania (7-digit convers|  Yes  |  Yes  |  Yes  |  Yes  | slbmanib |
| Silverball Mania                 |  Yes  |  Yes  |  Yes  |  Yes  | slbmania |
| Simpsons Kooky Carnival, The (Red|  Yes  |  Yes  |  Yes  |  Yes  | scarn105 |
| Simpsons Kooky Carnival, The (Red|  Yes  |  Yes  |  Yes  |  Yes  | scarn200 |
| Simpsons Kooky Carnival, The (Red|  Yes  |  Yes  |  Yes  |  Yes  | scarn9nj |
| Simpsons Kooky Carnival, The (Red|  Yes  |  Yes  |  Yes  |  Yes  | scarn103 |
| Simpsons Pinball Party, The (5.00|  Yes  |  Yes  |  Yes  |  Yes  | simpprty |
| Simpsons Pinball Party, The (5.00|  Yes  |  Yes  |  Yes  |  Yes  | simpprtg |
| Simpsons Pinball Party, The (5.00|  Yes  |  Yes  |  Yes  |  Yes  | simpprtl |
| Simpsons Pinball Party, The (5.00|  Yes  |  Yes  |  Yes  |  Yes  | simpprtf |
| Simpsons Pinball Party, The (5.00|  Yes  |  Yes  |  Yes  |  Yes  | simpprti |
| Simpsons Pinball Party, The (4.00|  Yes  |  Yes  |  Yes  |  Yes  | simp400  |
| Simpsons Pinball Party, The (4.00|  Yes  |  Yes  |  Yes  |  Yes  | simp400g |
| Simpsons Pinball Party, The (4.00|  Yes  |  Yes  |  Yes  |  Yes  | simp400l |
| Simpsons Pinball Party, The (2.04|  Yes  |  Yes  |  Yes  |  Yes  | simp204i |
| Simpsons Pinball Party, The (2.04|  Yes  |  Yes  |  Yes  |  Yes  | simp204f |
| Simpsons Pinball Party, The (4.00|  Yes  |  Yes  |  Yes  |  Yes  | simp400f |
| Simpsons Pinball Party, The (2.04|  Yes  |  Yes  |  Yes  |  Yes  | simp204l |
| Simpsons Pinball Party, The (2.04|  Yes  |  Yes  |  Yes  |  Yes  | simp204  |
| Simpsons Pinball Party, The (3.00|  Yes  |  Yes  |  Yes  |  Yes  | simp300i |
| Simpsons Pinball Party, The (3.00|  Yes  |  Yes  |  Yes  |  Yes  | simp300f |
| Simpsons Pinball Party, The (3.00|  Yes  |  Yes  |  Yes  |  Yes  | simp300l |
| Simpsons Pinball Party, The (4.00|  Yes  |  Yes  |  Yes  |  Yes  | simp400i |
| Simpsons Pinball Party, The (3.00|  Yes  |  Yes  |  Yes  |  Yes  | simp300  |
| Simpsons, The (2.7)              |  Yes  |  Yes  |  Yes  |  Yes  | simp_a27 |
| Simpsons, The (2.0)              |  Yes  |  Yes  |  Yes  |  Yes  | simp_a20 |
| Sinbad (Norway)                  |  Yes  |  Yes  | Yes(2)|  Yes  | sinbadn  |
| Sinbad                           |  Yes  |  Yes  | Yes(2)|  Yes  | sinbad   |
| Sir Lancelot                     |  Yes  |  Yes  |Partial|  Yes  | lancelot |
| Six Million Dollar Man, The (/10 |  Yes  |  Yes  | Yes(2)|  Yes  | smmand   |
| Six Million Dollar Man, The (7-di|  Yes  |  Yes  | Yes(2)|  Yes  | smmanc   |
| Six Million Dollar Man, The      |  Yes  |  Yes  | Yes(2)|  Yes  | smman    |
| Six Million Dollar Man, The (7-di|  Yes  |  Yes  | Yes(2)|  Yes  | smmanb   |
| Skate Board                      |  Yes  |  Yes  |  Yes  |  Yes  | skatebrd |
| Skateball                        |  Yes  |  Yes  |  Yes  |  Yes  | skatebll |
| Skateball (Free Play)            |  Yes  |  Yes  |  Yes  |  Yes  | skatebla |
| Skateball (Improved attract mode,|  Yes  |  Yes  |  Yes  |  Yes  | skateblb |
| Ski Jump                         |  Yes  |  Yes  |Partial|  Yes  | skijump  |
| Skill Flight (Playmatic)         |  Yes  |  Yes  |Partial|  Yes  | sklflite |
| Skill Flight                     |  Yes  |  Yes  |  Yes  |  Yes  | skflight |
| Slalom Code 0.3                  |  Yes  |  Yes  |  Yes  |  Yes  | slalom03 |
| Slugfest (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | sf_l1    |
